record_id,source_doi,catalyst_composition,metal_elements,primary_metal,is_noble_metal,is_hybrid,carbon_present,support_substrate,electrolyte_type,electrolyte_composition,pH,temperature_C,ir_compensation,potential_vs_RHE,overpotential_eta10_mV,tafel_slope_mV_dec,stability_value,notes,extraction_source
10.1038/s41597-019-0080-z_Bi6Ga6_1450,10.1038/s41597-019-0080-z,Bi6Ga6,"['Bi', 'Ga']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTE3, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Hg3W9,10.1038/s41597-019-0080-z,Hg3W9,"['Hg', 'W']",W,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTI1, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Bi6Ti6_1452,10.1038/s41597-019-0080-z,Bi6Ti6,"['Bi', 'Ti']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTQz, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ag3Au9_1453,10.1038/s41597-019-0080-z,Ag3Au9,"['Ag', 'Au']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTU0, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Fe6Rh6,10.1038/s41597-019-0080-z,Fe6Rh6,"['Fe', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUzMzg3, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cr9Pt3_1455,10.1038/s41597-019-0080-z,Cr9Pt3,"['Cr', 'Pt']",Cr,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0NjMw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ga6Nb6,10.1038/s41597-019-0080-z,Ga6Nb6,"['Ga', 'Nb']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU2Mzc5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Hg9Pt3_1457,10.1038/s41597-019-0080-z,Hg9Pt3,"['Hg', 'Pt']",Hg,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQzNDcz, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Bi6Rh6_1458,10.1038/s41597-019-0080-z,Bi6Rh6,"['Bi', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5Mzkx, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Hg3Mo9,10.1038/s41597-019-0080-z,Hg3Mo9,"['Hg', 'Mo']",Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTEy, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Bi6Ga6_1460,10.1038/s41597-019-0080-z,Bi6Ga6,"['Bi', 'Ga']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTE4, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Hg3W9_1461,10.1038/s41597-019-0080-z,Hg3W9,"['Hg', 'W']",W,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTI2, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Bi6Mo6,10.1038/s41597-019-0080-z,Bi6Mo6,"['Bi', 'Mo']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTU1, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Bi6Mo6_1463,10.1038/s41597-019-0080-z,Bi6Mo6,"['Bi', 'Mo']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTU2, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Bi6Pt6,10.1038/s41597-019-0080-z,Bi6Pt6,"['Bi', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ5NTY0, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Fe6Rh6_1465,10.1038/s41597-019-0080-z,Fe6Rh6,"['Fe', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUzMzg4, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cr6Ta6,10.1038/s41597-019-0080-z,Cr6Ta6,"['Cr', 'Ta']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0OTk1, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Os6Sn6,10.1038/s41597-019-0080-z,Os6Sn6,"['Os', 'Sn']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1MDEy, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Os6Pd6,10.1038/s41597-019-0080-z,Os6Pd6,"['Os', 'Pd']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU2NTQw, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Ru6Zn6,10.1038/s41597-019-0080-z,Ru6Zn6,"['Ru', 'Zn']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU3MTgz, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ir6Pb6,10.1038/s41597-019-0080-z,Ir6Pb6,"['Ir', 'Pb']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU3MTk5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cu6Zn6_1471,10.1038/s41597-019-0080-z,Cu6Zn6,"['Cu', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU3NzIw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Co9Cu3,10.1038/s41597-019-0080-z,Co9Cu3,"['Co', 'Cu']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MjY3, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Rh9Ru3,10.1038/s41597-019-0080-z,Rh9Ru3,"['Rh', 'Ru']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMTE5, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Ag6Pt6_1474,10.1038/s41597-019-0080-z,Ag6Pt6,"['Ag', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMjI4, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Os6Sn6_1475,10.1038/s41597-019-0080-z,Os6Sn6,"['Os', 'Sn']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1MDEz, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Os6Pd6_1476,10.1038/s41597-019-0080-z,Os6Pd6,"['Os', 'Pd']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU2NTQx, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Cu6Zn6_1477,10.1038/s41597-019-0080-z,Cu6Zn6,"['Cu', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU3NzIx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Al6Zn6,10.1038/s41597-019-0080-z,Al6Zn6,"['Al', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMDk2, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Rh9Ru3_1479,10.1038/s41597-019-0080-z,Rh9Ru3,"['Rh', 'Ru']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMTIw, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Nb3Pb9,10.1038/s41597-019-0080-z,Nb3Pb9,"['Nb', 'Pb']",Pb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUzODk5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cr6Ta6_1481,10.1038/s41597-019-0080-z,Cr6Ta6,"['Cr', 'Ta']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0OTk3, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Os6Rh6_1482,10.1038/s41597-019-0080-z,Os6Rh6,"['Os', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU2ODk4, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Ag9Cu3,10.1038/s41597-019-0080-z,Ag9Cu3,"['Ag', 'Cu']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MTg0, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Ag6Pt6_1484,10.1038/s41597-019-0080-z,Ag6Pt6,"['Ag', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMjMw, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Pt3Tc9_1485,10.1038/s41597-019-0080-z,Pt3Tc9,"['Pt', 'Tc']",Tc,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0OTY5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cr6Ta6_1486,10.1038/s41597-019-0080-z,Cr6Ta6,"['Cr', 'Ta']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0OTk4, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ga6Y6,10.1038/s41597-019-0080-z,Ga6Y6,"['Ga', 'Y']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1OTIx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Os6Rh6_1488,10.1038/s41597-019-0080-z,Os6Rh6,"['Os', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU2ODk5, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_La3Rh9,10.1038/s41597-019-0080-z,La3Rh9,"['La', 'Rh']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ3MzU5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ag9Cu3_1490,10.1038/s41597-019-0080-z,Ag9Cu3,"['Ag', 'Cu']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MTg1, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Al6Zn6_1491,10.1038/s41597-019-0080-z,Al6Zn6,"['Al', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMDk4, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ag6Pt6_1492,10.1038/s41597-019-0080-z,Ag6Pt6,"['Ag', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMjMx, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Pt3Tc9_1493,10.1038/s41597-019-0080-z,Pt3Tc9,"['Pt', 'Tc']",Tc,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0OTcw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cr6Ta6_1494,10.1038/s41597-019-0080-z,Cr6Ta6,"['Cr', 'Ta']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0OTk5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Pb6Pt6,10.1038/s41597-019-0080-z,Pb6Pt6,"['Pb', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1ODk5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ga6Y6_1496,10.1038/s41597-019-0080-z,Ga6Y6,"['Ga', 'Y']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1OTIy, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Os6Rh6_1497,10.1038/s41597-019-0080-z,Os6Rh6,"['Os', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU2OTAw, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_La3Rh9_1498,10.1038/s41597-019-0080-z,La3Rh9,"['La', 'Rh']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ3MzYw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ag9Cu3_1499,10.1038/s41597-019-0080-z,Ag9Cu3,"['Ag', 'Cu']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MTg2, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Ni3W9,10.1038/s41597-019-0080-z,Ni3W9,"['Ni', 'W']",W,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMTkw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ag6Pt6_1501,10.1038/s41597-019-0080-z,Ag6Pt6,"['Ag', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMjMy, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Cd9V3,10.1038/s41597-019-0080-z,Cd9V3,"['Cd', 'V']",Cd,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1MDMx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Hf9Re3,10.1038/s41597-019-0080-z,Hf9Re3,"['Hf', 'Re']",Hf,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1MDY0, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_La3Rh9_1504,10.1038/s41597-019-0080-z,La3Rh9,"['La', 'Rh']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ3MzYx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ag9Cu3_1505,10.1038/s41597-019-0080-z,Ag9Cu3,"['Ag', 'Cu']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MTg3, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Al6Zn6_1506,10.1038/s41597-019-0080-z,Al6Zn6,"['Al', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMTAw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Au3In9,10.1038/s41597-019-0080-z,Au3In9,"['Au', 'In']",In,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMTY0, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ni3W9_1508,10.1038/s41597-019-0080-z,Ni3W9,"['Ni', 'W']",W,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMTkx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cd9Tl3,10.1038/s41597-019-0080-z,Cd9Tl3,"['Cd', 'Tl']",Cd,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMjMz, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Os6Sn6_1510,10.1038/s41597-019-0080-z,Os6Sn6,"['Os', 'Sn']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1MDE5, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ga6Y6_1511,10.1038/s41597-019-0080-z,Ga6Y6,"['Ga', 'Y']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1OTIz, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Os6Rh6_1512,10.1038/s41597-019-0080-z,Os6Rh6,"['Os', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU2OTAx, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Mo3W9,10.1038/s41597-019-0080-z,Mo3W9,"['Mo', 'W']",W,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUwMTAx, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cu6W6,10.1038/s41597-019-0080-z,Cu6W6,"['Cu', 'W']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzUxNzMw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Os6Sn6_1515,10.1038/s41597-019-0080-z,Os6Sn6,"['Os', 'Sn']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU1MDIw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Os6Rh6_1516,10.1038/s41597-019-0080-z,Os6Rh6,"['Os', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU2OTAy, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_In9Sn3,10.1038/s41597-019-0080-z,In9Sn3,"['In', 'Sn']",In,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4Mjc0, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Au3Pb9,10.1038/s41597-019-0080-z,Au3Pb9,"['Au', 'Pb']",Pb,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MzMw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Pd3Zn9_1519,10.1038/s41597-019-0080-z,Pd3Zn9,"['Pd', 'Zn']",Zn,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MzQw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Fe3Ru9,10.1038/s41597-019-0080-z,Fe3Ru9,"['Fe', 'Ru']",Ru,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MzQ2, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Cu3Hg9,10.1038/s41597-019-0080-z,Cu3Hg9,"['Cu', 'Hg']",Hg,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MzUy, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Hf9Pb3,10.1038/s41597-019-0080-z,Hf9Pb3,"['Hf', 'Pb']",Hf,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MzU3, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ag9Sc3,10.1038/s41597-019-0080-z,Ag9Sc3,"['Ag', 'Sc']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MzY1, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Ru9Sn3,10.1038/s41597-019-0080-z,Ru9Sn3,"['Ru', 'Sn']",Ru,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzQ4MzY3, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Fe6Tc6,10.1038/s41597-019-0080-z,Fe6Tc6,"['Fe', 'Tc']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NTY4, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Ga6Ti6,10.1038/s41597-019-0080-z,Ga6Ti6,"['Ga', 'Ti']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NTk3, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Co6V6,10.1038/s41597-019-0080-z,Co6V6,"['Co', 'V']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NzEz, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Sc6Zn6_1528,10.1038/s41597-019-0080-z,Sc6Zn6,"['Sc', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0Nzcx, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Cu6Ir6_1529,10.1038/s41597-019-0080-z,Cu6Ir6,"['Cu', 'Ir']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY1MDQ3, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Ag6Nb6,10.1038/s41597-019-0080-z,Ag6Nb6,"['Ag', 'Nb']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY1MDc2, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Re6Rh6,10.1038/s41597-019-0080-z,Re6Rh6,"['Re', 'Rh']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY1MTM0, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Pd6Tc6,10.1038/s41597-019-0080-z,Pd6Tc6,"['Pd', 'Tc']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY1MjIx, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Pd6Y6_1533,10.1038/s41597-019-0080-z,Pd6Y6,"['Pd', 'Y']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY1MjUw, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Cu6Nb6,10.1038/s41597-019-0080-z,Cu6Nb6,"['Cu', 'Nb']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY1Mjc5, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Mn6W6,10.1038/s41597-019-0080-z,Mn6W6,"['Mn', 'W']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0MzA2, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_In6Mn6,10.1038/s41597-019-0080-z,In6Mn6,"['In', 'Mn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NTM0, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Mn6W6_1537,10.1038/s41597-019-0080-z,Mn6W6,"['Mn', 'W']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0MzA3, equation: H2O(g) + 3* -> 2H* + O*",web
10.1038/s41597-019-0080-z_Ga6Pb6,10.1038/s41597-019-0080-z,Ga6Pb6,"['Ga', 'Pb']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NDA0, equation: SO2(g) + 3* -> 2O* + S*",web
10.1038/s41597-019-0080-z_Ag9Fe3,10.1038/s41597-019-0080-z,Ag9Fe3,"['Ag', 'Fe']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYyMjI1, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Ag9La3,10.1038/s41597-019-0080-z,Ag9La3,"['Ag', 'La']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYyNDQy, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Y3Zr9,10.1038/s41597-019-0080-z,Y3Zr9,"['Y', 'Zr']",Zr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYyNzI0, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Al9Re3,10.1038/s41597-019-0080-z,Al9Re3,"['Al', 'Re']",Al,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYyODQy, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Fe9Sn3,10.1038/s41597-019-0080-z,Fe9Sn3,"['Fe', 'Sn']",Fe,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYzMjE5, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Mn6W6_1544,10.1038/s41597-019-0080-z,Mn6W6,"['Mn', 'W']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0MzA4, equation: O2(g) + 2* -> 2O*",web
10.1038/s41597-019-0080-z_Mn3Zr9,10.1038/s41597-019-0080-z,Mn3Zr9,"['Mn', 'Zr']",Zr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYyMzEz, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Ga6Pb6_1546,10.1038/s41597-019-0080-z,Ga6Pb6,"['Ga', 'Pb']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NDA2, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Hg6Y6_1547,10.1038/s41597-019-0080-z,Hg6Y6,"['Hg', 'Y']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYzNzc5, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_La6Nb6_1548,10.1038/s41597-019-0080-z,La6Nb6,"['La', 'Nb']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYzOTgy, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Al6Ga6,10.1038/s41597-019-0080-z,Al6Ga6,"['Al', 'Ga']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NDgw, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Mn3Zr9_1550,10.1038/s41597-019-0080-z,Mn3Zr9,"['Mn', 'Zr']",Zr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYyMzE1, equation: H2O(g) + 3* -> 2H* + O*",web
10.1038/s41597-019-0080-z_Cu3Nb9,10.1038/s41597-019-0080-z,Cu3Nb9,"['Cu', 'Nb']",Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzYzMzM4, equation: CO2(g) + 3* -> C* + 2O*",web
10.1038/s41597-019-0080-z_Fe6Tc6_1552,10.1038/s41597-019-0080-z,Fe6Tc6,"['Fe', 'Tc']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NTc0, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Ga6Ti6_1553,10.1038/s41597-019-0080-z,Ga6Ti6,"['Ga', 'Ti']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NjAz, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Co6V6_1554,10.1038/s41597-019-0080-z,Co6V6,"['Co', 'V']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzY0NzE5, equation: NO2(g) + 3* -> N* + 2O*",web
